InceptionResNetV2,n03788195,1
InceptionResNetV2,n02096051,1
InceptionResNetV2,n04525305,1
InceptionResNetV2,n01872401,2
InceptionResNetV2,n04040759,1
InceptionResNetV2,n03982430,1
InceptionResNetV2,n02804610,1
InceptionResNetV2,n02086646,1
InceptionResNetV2,n02787622,1
InceptionResNetV2,n02109047,1
InceptionResNetV2,n12998815,1
InceptionResNetV2,n01828970,1
InceptionResNetV2,n02009229,1
InceptionResNetV2,n02105412,1
InceptionResNetV2,n02510455,1
InceptionResNetV2,n02948072,1
InceptionResNetV2,n03902125,1
InceptionResNetV2,n03314780,1
InceptionResNetV2,n03126707,1
InceptionResNetV2,n02504458,1
InceptionResNetV2,n03777754,1
InceptionResNetV2,n04372370,1
InceptionResNetV2,n02672831,1
InceptionResNetV2,n01665541,1
InceptionResNetV2,n03916031,1
InceptionResNetV2,n02110627,1
InceptionResNetV2,n02086910,1
InceptionResNetV2,n03710193,1
InceptionResNetV2,n06794110,1
InceptionResNetV2,n02066245,1
InceptionResNetV2,n03452741,1
InceptionResNetV2,n03134739,1
InceptionResNetV2,n01945685,1
InceptionResNetV2,n04251144,1
InceptionResNetV2,n04243546,1
InceptionResNetV2,n04380533,1
InceptionResNetV2,n07684084,1
NASNetMobile,n03788195,1
NASNetMobile,n04525305,1
NASNetMobile,n01872401,2
NASNetMobile,n04040759,1
NASNetMobile,n03982430,1
NASNetMobile,n02804610,1
NASNetMobile,n02086646,1
NASNetMobile,n02787622,1
NASNetMobile,n02109047,1
NASNetMobile,n02443484,1
NASNetMobile,n01828970,1
NASNetMobile,n02009229,1
NASNetMobile,n02105412,1
NASNetMobile,n02510455,1
NASNetMobile,n02948072,1
NASNetMobile,n03495258,1
NASNetMobile,n03902125,1
NASNetMobile,n03314780,1
NASNetMobile,n03126707,1
NASNetMobile,n03777754,1
NASNetMobile,n04372370,1
NASNetMobile,n02672831,1
NASNetMobile,n01665541,1
NASNetMobile,n02110627,1
NASNetMobile,n02086910,1
NASNetMobile,n03710193,1
NASNetMobile,n06794110,1
NASNetMobile,n02066245,1
NASNetMobile,n02892767,1
NASNetMobile,n03452741,1
NASNetMobile,n03134739,1
NASNetMobile,n01945685,1
NASNetMobile,n04251144,1
NASNetMobile,n04243546,1
NASNetMobile,n04380533,1
NASNetMobile,n07684084,1
DenseNet121,n03788195,1
DenseNet121,n04525305,1
DenseNet121,n01872401,2
DenseNet121,n04040759,1
DenseNet121,n03982430,1
DenseNet121,n02804610,1
DenseNet121,n02086646,1
DenseNet121,n02787622,1
DenseNet121,n02109047,1
DenseNet121,n12998815,1
DenseNet121,n02443484,1
DenseNet121,n01828970,1
DenseNet121,n02009229,1
DenseNet121,n02105412,1
DenseNet121,n02510455,1
DenseNet121,n02948072,1
DenseNet121,n03495258,1
DenseNet121,n03902125,1
DenseNet121,n03314780,1
DenseNet121,n03126707,1
DenseNet121,n02504458,1
DenseNet121,n02669723,2
DenseNet121,n03777754,1
DenseNet121,n04372370,1
DenseNet121,n02672831,1
DenseNet121,n03617480,1
DenseNet121,n01665541,1
DenseNet121,n02110627,1
DenseNet121,n02086910,1
DenseNet121,n03710193,1
DenseNet121,n06794110,1
DenseNet121,n02066245,1
DenseNet121,n03452741,1
DenseNet121,n03134739,1
DenseNet121,n01945685,1
DenseNet121,n04251144,1
DenseNet121,n04243546,1
DenseNet121,n04380533,1
DenseNet121,n07684084,1
DenseNet201,n03788195,1
DenseNet201,n04525305,1
DenseNet201,n01872401,2
DenseNet201,n04040759,1
DenseNet201,n03982430,1
DenseNet201,n02804610,1
DenseNet201,n02086646,1
DenseNet201,n02787622,1
DenseNet201,n02109047,1
DenseNet201,n12998815,1
DenseNet201,n02236044,1
DenseNet201,n02443484,1
DenseNet201,n01828970,1
DenseNet201,n02009229,1
DenseNet201,n02105412,1
DenseNet201,n02510455,1
DenseNet201,n02948072,1
DenseNet201,n03902125,1
DenseNet201,n03314780,1
DenseNet201,n03126707,1
DenseNet201,n02504458,1
DenseNet201,n02669723,1
DenseNet201,n03777754,1
DenseNet201,n04372370,1
DenseNet201,n02672831,1
DenseNet201,n03617480,1
DenseNet201,n01665541,1
DenseNet201,n03916031,1
DenseNet201,n02110627,1
DenseNet201,n02086910,1
DenseNet201,n03710193,1
DenseNet201,n06794110,1
DenseNet201,n02066245,1
DenseNet201,n02892767,1
DenseNet201,n03452741,1
DenseNet201,n03134739,1
DenseNet201,n01945685,1
DenseNet201,n04251144,1
DenseNet201,n04243546,1
DenseNet201,n04380533,1
DenseNet201,n07684084,1
Xception,n03788195,1
Xception,n04525305,1
Xception,n01872401,2
Xception,n04040759,1
Xception,n03982430,1
Xception,n02086646,1
Xception,n02787622,1
Xception,n02109047,1
Xception,n02443484,1
Xception,n01828970,1
Xception,n02009229,1
Xception,n02105412,1
Xception,n02510455,1
Xception,n02948072,1
Xception,n03902125,1
Xception,n03314780,1
Xception,n03126707,1
Xception,n02504458,1
Xception,n03777754,1
Xception,n04372370,1
Xception,n02672831,1
Xception,n01665541,1
Xception,n03916031,1
Xception,n02110627,1
Xception,n03710193,1
Xception,n06794110,1
Xception,n02066245,1
Xception,n03452741,1
Xception,n03134739,1
Xception,n01945685,1
Xception,n04251144,1
Xception,n04243546,1
Xception,n04380533,1
Xception,n07684084,1
